class,text
P,Attrition came from the 2 groups with vaginal rings in place. No attrition from the control group and analysis was not based on ITT
N,Attrition described for the total sample and analysed for effect on outcome. Number and reasons for loss to follow-up not reported for single arm
P,"Attrition due to death (3 intervention, 4 control), secondary care (1 intervention) or dropping out of study (4 intervention, 5 control) was not different across 2 groups."
P,"Attrition from baseline to visits 1 and 2 higher than 20% for control group. Attrition from baseline to visit 2 higher than 20% for treatment group. Quote: ""Out of the 14 controls, 10 had both pre and post scores at Visit 1, and eight"
P,Attrition high but clearly described.
P,"Attrition information has not been reported. However, as end of trial data had been individually reported for all randomised participants, it is assumed that all participants completed the trial"
P,Attrition information not reported.
P,Attrition low and clearly described.
P,Attrition low and clearly described.
N,"Attrition low and reasons for attrition similar across groups, with numbers leaving the study similar in both groups or at a level that would not over turn the effect size observed."
P,Attrition not reported. Attempts to contact authors were unsuccessful
P,Attrition of 8/58 participants by 6 months
P,"Attrition of participants not addressed: ""Because the mailings were sent out in bulk, no information was available on undeliverable pieces."" Unable to assess incomplete data points for participants. ""Influenza vaccinations often are given in settings that do not generate claims, thus limiting the reliability of evidence of influenza vaccinations as seen via administrative claims."" Analysis of whether differential attrition could affect outcomes was not performed. The study was not designed to evaluate uptake of influenza vaccination as a primary outcome, and because it is possible that participants might have received influenza vaccination from a source that did not result in a claim being made to the insurers from which the outcomes were ascertained, there is likely underestimation of the influenza vaccination uptake for all 3 study groups. However, one might argue that one would not necessarily a priori expect to see systematic difference in utilisation of uncaptured sources of influenza vaccination between these groups unless there was differential dropout between the groups over time. No information was presented on people who might have dropped out because of death during the study or on those who might have lost their insurance benefits during the study period. This is a threat to the validity of both the cardinal outcomes and the analysis of secondary outcomes we performed."
P,"Attrition of participants: no explicit statement as to follow-up Incomplete data points for participants No analysis if differential attrition could affect outcomes Given that data were obtained from the GP records, they would appear to be complete, although there is no explicit statement of records audit being done. Completeness of ascertainment would be best for the free-vaccination group, as it is stated that ""the GP’s were paid for each patient vaccinated without patient fee."""
P,"Attrition of participants? Implied to be none, not explicitly stated Incomplete data points for participants? No Analysis if differential attrition could affect outcomes? No information provided. Vaccination data assessed by chart review (RCT was of a single practice)."
,Attrition rate 18% at 2-year follow-up and 11% at 3-year follow-up
,Attrition rate less than 20%
,Attrition rate of 12%.
,Attrition rate of 20%.
,Attrition rate of 22%.
P,Attrition rate of 26%.
P,Attrition rate of 29%
,Attrition rate of 29%.
,Attrition rate of 6%.
,Attrition rate of 6%.
,Attrition rate of 64%.
,Attrition rate of 9%.
,Attrition rate was < 20% at follow-up T4 and missing values of baseline measurements were imputed using mean imputation
,Attrition rates were 9.52% in the zinc group and 11.62% in the placebo group
,Attrition reasons for the whole cohort are provided by the participant flow.
,Attrition reasons for the whole cohort are provided by the participant flow.
,Attrition reasons for the whole cohort are provided by the participant flow.
,Attrition reported and equal between groups.
